@relation sentiment
@attribute 0 string
@attribute 1 string
@attribute 2 {excited,joyful,natural,nervous,sad,angry}
@data
'ㅇㅗㅋㅋㅋㅋ','ㅋㅋㅋㅋ',joyful
'ㅇㅗ~~ㅇㅜㄹㅣㅈㅣㅅㅜ','>_<ㅋㅋ',joyful
'ㅇㅗ~ㄱㅡㄹㅓㅁ','ㅁㅏㅅㅇㅓㅄㄷㅏ',joyful
'ㅇㅗㄴㅡㄹㄱㅟ','ㅇㅣㄱㅜㄴ!',joyful
'ㅇㅗㄴㅡㄹㄷㅓㄱㅂㅜㄴ','ㅈㅏㄹㅈㅏㄷㅏ',joyful
'ㅇㅗㄴㅡㄹㄸㅓㄱㅂㅗㄲㅇㅣㅁㅓㄱㅇㅓㅆㅈㅣㄹㅓㅇ','ㅋ',joyful
'ㅇㅗㄴㅡㄹㅂㅐㄲㅗㅂㅈㅏㅂㄱㅗㅇㅜㅅㅇㅓㅆㄷㅏ','ㅇㅗㄴㅡㄹㅂㅐㄲㅗㅂㅈㅏㅂㄱㅗㅇㅜㅅㅇㅓㅆㄷㅏ',joyful
'ㅇㅗㅂㅜㅅㅎㅏㄱㅔ','ㄱㅔ',joyful
'ㅇㅗㅃㅏㄷㅡㄹㅊㅚ','ㅋㅋㅋ',joyful
'ㅇㅗㅅㅏㅁㅇㅗㅅㅏㅁ!!ㅋㅋ','ㅇㅗㅅㅏㅁㅇㅗㅅㅏㅁ!!ㅋㅋ',joyful
'ㅇㅗㅋㅣ!!ㄱㅡㄹㅋㅔㅁㅏㄹ','ㅂㅗㄷㅏ',joyful
'ㅇㅗㅋㅣㅇㅋ','ㅋ',joyful
'ㅇㅗㅎㅗㅁㅏㅁㅈㅏㅂ','ㄱㅓㅇㅑㄱㅓㄷㅏ',joyful
'ㅇㅗㅎㅗ!','ㅇㅗㅎㅗ!',joyful
'ㅇㅗㅎㅗ!','ㅇㅗㅎㅗ!',joyful
'ㅇㅗㅎㅗ~~~','ㅆㅏㅇㅜㅁㅇㅏㄴㄷㅚㄷㅏ',joyful
'ㅇㅗㅎㅗ','ㅇㅗㅎㅗ',joyful
'ㅇㅗㄹ','ㄱㅔㅇㅓㅄㄷㅏ',joyful
'ㅇㅗㄹ','ㅇㅗㄹㅇㅗㄷㅏ',joyful
'ㅇㅗㄹ','ㅇㅗㄹㅇㅗㄷㅏ',joyful
'ㅇㅗㅅㅁㅏㄶ','ㅇㅗㅅㅁㅏㄶ',joyful
'ㅇㅗㅇ','ㄱㅡㄹㅐ',joyful
'ㅇㅘ2%','ㄴㅓㅁㄷㅏ',joyful
'ㅇㅘㅇㅜ','ㅇㅘㅇㅗㄷㅏ',joyful
'ㅇㅘㅇㅜ!!!','ㅇㅘㅇㅗㄷㅏ',joyful
'ㅇㅘㅇㅜ!!ㅅㅜㄱㅁㅗㄴㅣㅁ','ㅊㅜㄱㅎㅏㅈㅓㄴㅎㅐㅈㅓㄴㅎㅏㄷㅏ',joyful
'ㅇㅘㅇㅣㅍㅡ','ㅋ',joyful
'ㅇㅘㄴㅈㅓㄴ','ㅇㅘㄴㅈㅓㄴㅈㅏㄹㅅㅐㅇㄱㅣㄷㅏ',joyful
'ㅇㅘㄴㅈㅓㄴㅁㅏㅅ','ㅉㅗ',joyful
'ㅇㅙ','ㅇㅙㅇㅚㄷㅏ',joyful
'ㅇㅙ','ㅇㅙㅇㅚㄷㅏ',joyful
'ㅇㅚㄱㅜㄱㅇㅣㄴㅇㅚㄱㅜㄱ','ㅇㅚㄱㅜㄱ',joyful
'ㅇㅛㅈㅗㅅㅜㄱㄴㅕ','ㅇㅛㅈㅗㅅㅜㄱㄴㅕ',joyful
'ㅇㅜㄹㅣㄱㅓㄱㅣ','ㅈㅏㅈㅏㄷㅏ',joyful
'ㅇㅜㄹㅣㅇㅙㄹㅋㅔㄱㅟ','ㅇㅝㅇ',joyful
'ㅇㅜㄹㅣㄴ','ㄱㅏㅈㅕㅇㅗㄷㅏ',joyful
'ㅇㅜㅇㅗ~ㅃㅗㅇㅃㅐㄱㅗㅇㅗㄴㄴㅏ!!','ㅇㅜㅇㅗ~ㅃㅗㅇㅃㅐㄱㅗㅇㅗㄴㄴㅏ!!',joyful
'ㅇㅜㅇㅘㅇㅈㅗㅌㅏㅇㄱㅡㄹㅐㄱㅡㄹㅐ!!!ㅋㅋ','ㄱㅡㄹㅐㄱㅡㄹㅐ!!!ㅋㅋ',joyful
'ㅇㅜㄹㅅㅗ','ㅇㅜㄹㅅㅗㄷㅏ',joyful
'ㅇㅜㄹ','ㅇㅜㄹㅇㅜㄹㄷㅏ',joyful
'ㅇㅜㄹㅎㅏㄹㅂㅐ','ㅋㅋㅋㅋ',joyful
'ㅇㅜㅅㅅㅗㄹㅣ','ㅅㅗㄹㅣㅅㅗㄷㅏ',joyful
'ㅇㅜㅅㄱㅣ','ㅇㅜㅅㄱㅣㅇㅜㅅㄷㅏ',joyful
'ㅇㅜㅇ','ㄱㅓㄱㅓㄷㅏ',joyful
'ㅇㅜㅇㄷㅏㄷㅡㄹㄱㅜㅅㅂㅏㅁ','ㅇㅏㄹㄷㅏ',joyful
'ㅇㅜㅇㅋㅋㅋㄴㅏㄴ','ㄴㅏㄹㄷㅏ',joyful
'ㅇㅜㅇ!!!ㄱㅜㅅㅂㅏㅁㄷㅏㄷㅡㄹ!!!>_<','ㅇㅜㅇ!!!ㄱㅜㅅㅂㅏㅁㄷㅏㄷㅡㄹ!!!>_<',joyful
'ㅇㅜㅇ>_<','ㅇㅜㅇ>_<',joyful
'ㅇㅝㄹㄱㅡㅂㅋㅋㅋㅋㅋㅋ','ㅇㅝㄹㄱㅡㅂㅋㅋㅋㅋㅋㅋ',joyful
'ㅇㅠㅇㅓㅁㅏ','ㅂㅔㅂㅔㄷㅏ',joyful
'ㅇㅠㄱㅅㅣㅂㅅㅏㄹ','ㅇㅑㄱㅅㅗㄱㅎㅏㄷㅏ',joyful
'ㅇㅡㅎㅏㅎㅏㅎㅏ','ㅇㅡㅎㅏㅎㅏㅎㅏ',joyful
'ㅇㅡㅇ^^*ㄱㅗㅁㅏ','ㅇㅡㅇㄴㅐ',joyful
'ㅇㅡㅇㅇㅝㄴ','ㅇㅡㅇㅇㅝㄴ',joyful
'ㅇㅣㄱㅐㅅㅐㄲㅣㅇㅑㅋㅋㅋㅋㅋㅋ','ㅅㅏㄹㅇㅣㅆㄷㅏ',joyful
'ㅇㅣㄱㅓ','ㅇㅘㅇㅗㄷㅏ',joyful
'ㅇㅣㄹㅡㄷㅔㅂㅟ','ㄷㅔㅂㅟㅎㅏㄷㅏ',joyful
'ㅇㅣㅃㅜ','~',joyful
'ㅇㅣㅃㅡㄱㅟㅇㅕㅂ','ㅅㅏㄹㅏㅇ',joyful
'ㅇㅣㅃㅡㅇㅏㅇㅣ','ㅇㅣㅃㅡㄷㅏ',joyful
'ㅇㅣㅃㅡㄷㅔㅇ','ㅇㅣㅃㅡㄷㅏ',joyful
'ㅇㅣㅎㅣㅎㅣ','ㅇㅣㅎㅣㅎㅣ',joyful
'ㅇㅣㄴㅈㅡㅇㅅㅑㅅ','ㅇㅣㄴㅈㅡㅇㅅㅑㅅ',joyful
'ㅇㅣㄴㅈㅡㅇㅋㅋㅋㅋ','ㅇㅣㄴㅈㅡㅇㅋㅋㅋㅋ',joyful
'ㅇㅣㅅㅎㅣㅇ','ㅇㅣㅅㅎㅣㅇ',joyful
'ㅈㅏㅇㅠㄹㅗㅂ','ㅈㅏㅇㅠㄹㅗㅂㄷㅏ',joyful
'ㅈㅏㄹ','ㅂㅗㅇㅣㅆㄷㅏ',joyful
'ㅈㅏㄹ','ㄷㅚㄷㅏ',joyful
'ㅈㅏㄹㄷㅚㅅㅗㄱㅐ','ㅅㅗㄱㅐㅎㅏㄷㅏ',joyful
'ㅈㅏㄹㄷㅡㄹㄴㅗㄴㄷㅏㅋ','ㅋ',joyful
'ㅈㅏㄹㅅㅐㅇㄱㅏㄱ','ㅅㅓㅇㄱㅗㅇㅎㅏㄷㅏ',joyful
'ㅈㅏㄹ','ㅇㅓㅇㅜㄹㄹㅣㄷㅏ',joyful
'ㅈㅏㄹ','ㄱㅏㄹㄷㅏ',joyful
'ㅈㅏㄹㅎㅐㅆㅓ^^','^^',joyful
'ㅈㅏㄹ','ㅎㅏㄷㅏ',joyful
'ㅈㅏㄹ','ㅎㅏㄷㅏ',joyful
'ㅈㅏㅇㄴㅏㄴㅈㅏㅇ','ㅈㅏㅇ',joyful
'ㅈㅏㅇㅇㅣㄴㅈㅓㅇㅅㅣㄴ','ㅈㅣㄷㅏ',joyful
'ㅈㅏㅇㅎㅏ','ㅈㅏㅇㅎㅏㄷㅏ',joyful
'ㅈㅐㅁㅣㄸㅏㅇ','ㅈㅐㅁㅣㄸㅏㅇ',joyful
'ㅈㅐㅁㅣㅈㅣ','ㅈㅐㅁㅣㅈㅣ',joyful
'ㅈㅐㅁㅣㅆㄱㅔㄴㅗㄹ','~',joyful
'ㅈㅐㅁㅣㅆㅈㅣ','ㅈㅐㅁㅣㅆㅈㅣ',joyful
'ㅈㅐㅁ','ㅇㅘㅇㅗㄷㅏ',joyful
'ㅈㅐㅁ','ㄷㅏㅁㅗㄱㅓ',joyful
'ㅈㅓㄴㅕㄱㅁㅓㄱㅇㅡㄹㅓ','ㄷㅚㄷㅔㄷㅏ',joyful
'ㅈㅓㄹㅓㅎㄷㅏㄹㅣ','ㄷㅏㄹㅣㅇㅗㄹㄹㅣㄷㅏ',joyful
'ㅈㅕㅇㅏㅈㅕㅇㅏ','ㅈㅕㅇㅏㅈㅕㅇㅏ',joyful
'ㅈㅗㅅㅣㅁ','ㅇㅏㄹㄷㅏ',joyful
'ㅈㅗ~~','ㄴㅏㅇㅗㄷㅏ',joyful
'ㅈㅗㅇㅡ','~',joyful
'ㅈㅗㄴㅏ','ㅅㅔㄱㅅㅣㅎㅏㄷㅏ',joyful
'ㅈㅗㄴㅏㅇㅜㅅㅇㅓㅅㄴㅔ','ㅈㅗㄹㄷㅏ',joyful
'ㅈㅗㅇㄱㅏㅇ','ㅊㅜㄱㅎㅏㅎㅏㄷㅏ',joyful
'ㅈㅗㅎㅋㅋㅋ','ㅈㅗㅎㄷㅏ',joyful
'ㅈㅗㅎ','ㅈㅗㅎㄷㅏ',joyful
'ㅈㅗㅎ','ㅈㅗㅎㄷㅏ',joyful
'ㅈㅗㅎㅂㅗ','ㅂㅗ',joyful
'ㅈㅗㅎㅈㅜㄱ','ㅈㅜㄱㄷㅏ',joyful
'ㅈㅗㅎ','ㅈㅗㅎㄷㅏ',joyful
'ㅈㅡㄹㄱㅓㅂ','ㅈㅡㄹㄱㅓㅂㄷㅏ',joyful
'ㅈㅣㄹㅏㄹㅎㅐㅂㅏ','ㄱㅣㄷㅚㄷㅏ',joyful
'ㅈㅣㄴㅉㅏ','ㅈㅣㄴㅉㅏㅇㅜㅅㄱㅣㄷㅏ',joyful
'ㅈㅣㄴㅉㅏ?!ㄴㅐ','ㄷㅓㅎㅐㅎㅏㄷㅏ',joyful
'ㅈㅣㄴㅉㅏ','ㅈㅣㄴㅉㅏㅇㅜㅅㄱㅣㄷㅏ',joyful
'ㅉㅏㅇ','ㅇㅑㅁ',joyful
'ㅉㅓㄹㅓㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ','ㅉㅓㄹㅓㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ',joyful
'ㅉㅓㄹㄱㅔㅆㄴㅔ','ㅉㅓㄹㄱㅔㅆㄴㅔ',joyful
'ㅉㅓㄹㅇㅓㅉㅓㄹㅇㅓ','ㅉㅓㄹㅇㅓㅉㅓㄹㅇㅓ',joyful
'ㅊㅋㅊㅋ','ㅊㅋㅊㅋ',joyful
'ㅊㅏㄹㅏㄹㅣㅇㅣㅌㅐ','ㅊㅏㄹㅏㄹㅣㄱㅔㄴㅏㅅㄷㅏ',joyful
'ㅊㅏㄹㅏㄹㅣㅎㅐㄱ','ㅊㅏㄹㅏㄹㅣㅁㅜㄱㅣㅁㅏㄴㄷㅡㄹㄷㅏ',joyful
'ㅊㅏㄱㅎㅏㄷㅏㅇ','ㅊㅏㄱㅎㅏㄷㅏㅇ',joyful
'ㅊㅓㄴㅈㅐㄴㅔㅋㅋㅋ','ㅊㅓㄴㅈㅐㄴㅔㅋㅋㅋ',joyful
'ㅊㅗㄷㅣㅇ','ㅋㅋㅋㅋ',joyful
'ㅊㅚㄱㅇㅗ','ㅎㅎㅎㅎㅎㅎ',joyful
'ㅊㅜㅋㅏㅊㅜㅋㅏ','ㅊㅜㅋㅏㅊㅜㅋㅏ',joyful
'ㅊㅜㄱㅎㅏ','ㅊㅜㄱㅎㅏㅎㅏㄷㅏ',joyful
'ㅊㅣㅋㅣㄴ','ㅊㅣㅋㅣㄴㅊㅣㅋㅣㄷㅏ',joyful
'ㅋㅋ','ㅋㅋ',joyful
'ㅋㅋㄱㅓㅂㄴㅏㅇㅜㅅㄱㅕㅋㅋ','ㅋㅋㄱㅓㅂㄴㅏㅇㅜㅅㄱㅕㅋㅋ',joyful
'ㅋㅋㄱㅡㄴㄷㅔㅁㅏㄴㄴㅏㅂㅘ','ㅇㅏㄹㄷㅏ',joyful
'ㅋㅋ','ㄴㅗㄹㄹㅓㄱㅏㄷㅏ',joyful
'ㅋㅋ','ㅁㅓㅅㅈㅣㄷㅏ',joyful
'ㅋㅋㅋ','ㅋㅋㅋ',joyful
'ㅋㅋㅋㄴㅗㄴㅡㄴ','~~~~~',joyful
'ㅋㅋㅋㄷㅐㅂㅏㄱㅈㅔㅂㅏㄹ','ㄱㅡㄹㅐㄹㅏㅂ',joyful
'ㅋㅋㅋㅇㅋ','ㅇㅋ',joyful
'ㅋㅋㅋㅇㅕㄴㅇㅐ','ㅇㅕㄴㅇㅐㅎㅏㄷㅏ',joyful
'ㅋㅋㅋㅈㅣㅂ','ㅅㅟㄷㅏ',joyful
'ㅋㅋㅋㄱㅓㅂㄴㅏㄸㅐㅇㄱㅣㅈㅣ?ㅋ','ㅋㅋㅋㄱㅓㅂㄴㅏㄸㅐㅇㄱㅣㅈㅣ?ㅋ',joyful
'ㅋㅋㅋㄱㅡㅊㅣ!ㅋㅋ','ㅋㅋㅋㄱㅡㅊㅣ!ㅋㅋ',joyful
'ㅋㅋㅋ','ㄷㅜㄱㅗㄷㅋㅋ',joyful
'ㅋㅋㅋㄹㅏㅁㅕㄴㅁㅓㄱㄴㅡㄴㄷㅔㅋㅋ','ㅋㅋ',joyful
'ㅋㅋㅋㅁㅣㅊㅣㄱㅔㅆㄷㅏ','ㅋㅋㅋㅁㅣㅊㅣㄱㅔㅆㄷㅏ',joyful
'ㅋㅋㅋㅅㅏㄹ','ㅎㅏㄷㅏ',joyful
'ㅋㅋㅋ','ㅎㅏㅎㅏㄷㅏ',joyful
'ㅋㅋㅋㅇㅓㅁㅁㅏㅅㅡㅁㅜㄹㅅㅔㅅ','ㄱㅏㅋ',joyful
'ㅋㅋㅋㅇㅛㅈㅡㅁㅁㅣㄹㄱㅗ','ㅇㅠㅎㅐㅇㅇㅓ',joyful
'ㅋㅋㅋㅈㅏㄹㄷㅏㄴㅕㅇㅘㅆㄴㅣ','ㄴㅕㅇㅘㅆㄴㅣ',joyful
'ㅋㅋㅋㅈㅏㅁㅅㅜㅌㅏ','ㅈㅣㅁㅗㅎㅎㅎㅎ',joyful
'ㅋㅋㅋㅈㅡㄹㄱㅓㅇㅝㅆㅈㅣ','ㅋㅋㅋㅈㅡㄹㄱㅓㅇㅝㅆㅈㅣ',joyful
'ㅋㅋㅋㅋ','ㅋㅋㅋㅋ',joyful
'ㅋㅋㅋㅋ','ㄱㅣㄷㅐㄷㅏ',joyful
'ㅋㅋㅋㅋㄴㅏㄷㅗ','ㅊㅏㄴㅅㅓㅇㅅㅔㅅㅔㄷㅏ',joyful
'ㅋㅋㅋㅋㅅㅏㅈㅣㄴ','ㄱㅡㄹㅐ',joyful
'ㅋㅋㅋㅋㄱㅐㅈㅣㅂㅋㅋㅋㅋ','ㅋㅋㅋㅋㄱㅐㅈㅣㅂㅋㅋㅋㅋ',joyful
'ㅋㅋㅋㅋㄱㅗㅁㅏㅇㅜㅏㅈㅑㄱㅣ>_<','ㅇㅜㅏㅈㅑㄱㅣ>_<',joyful
'ㅋㅋㅋㅋㄴㅗㅇㄷㅏㅁ','ㄱㅜ',joyful
'ㅋㅋㅋㅋㅆㅣㅂㅏㄱㅋㅋㅋㅇㅓㄷㅣㅅㅓ','ㄱㅏㅈㅣㄱㅏㄷㅏ',joyful
'ㅋㅋㅋㅋㅇㅜㅅㄱㅛ','ㅋㅋㅋㅋㅇㅜㅅㄱㅛ',joyful
'ㅋㅋㅋㅋㅈㅏㅅㅣㄴ','ㅇㅒㄱㅣㅎㅏㄷㅏ',joyful
'ㅋㅋㅋㅋ','ㅈㅡㄹㄱㅓㅂㄷㅏ',joyful
'ㅋㅋㅋㅋㅋ','ㅋㅋㅋㅋㅋ',joyful
'ㅋㅋㅋㅋㅋㅂㅣㄱㅏㅇㅗ','ㅅㅣㅁㅅㅜㄹㅈㅗㅁㅂㅜㄹㅕㅂㅗㄲㅏㅇ',joyful
'ㅋㅋㅋㅋㅋ','ㅇㅕㅇㅎㅏㄷㅏ',joyful
'ㅋㅋㅋㅋㅋㄱㅐㄴㅗㅁㅋㅋㅋㅋ','ㅋㅋㅋㅋㅋㄱㅐㄴㅗㅁㅋㅋㅋㅋ',joyful
'ㅋㅋㅋㅋㅋ','ㄱㅡㄹㅓㄴ',joyful
'ㅋㅋㅋㅋㅋ','ㅅㅏㄹㅏㅁㅇㅓㅄㄷㅏ',joyful
'ㅋㅋㅋㅋㅋㄷㅐㅂㅏㅇㅏㄱ','ㅋㅋㅋㅋㅋㄷㅐㅂㅏㅇㅏㄱ',joyful
'ㅋㅋㅋㅋㅋㅁㅣㅊㅣㅋㅋㅋ','ㅋㅋㅋ',joyful
'ㅋㅋㅋㅋㅋㅅㅂㅇㅜㄹㅣㅇㅓㄴㅈㅔㄸㅗㅂㅗㄴㅑ','ㅅㅣㅍㄷㅏ',joyful
'ㅋㅋㅋㅋㅋ','ㄱㅔ',joyful
'ㅋㅋㅋㅋㅋㅇㅏㅇㅜㅅㄱㅕ','ㅇㅏㄴㄱㅓㄴㄱㅓㅇㅑㄱㅓㄷㅏ',joyful
'ㅋㅋㅋㅋㅋㅋ','ㅋㅋㅋㅋㅋㅋ',joyful
'ㅋㅋㅋㅋㅋㅋㄴㅏㅁㅈㅏ','ㅎㅏㅈㅣㅎㅏㄷㅏ',joyful
'ㅋㅋㅋㅋㅋㅋ','ㅈㅣㅂㄷㅗㅊㅏㄱ',joyful
'ㅋㅋㅋㅋㅋㅋㅂㅠㅇㄸㅏㄱ','ㅋㅋㅋㅋㅋㅋㅂㅠㅇㄸㅏㄱ',joyful
'ㅋㅋㅋㅋㅋㅋ','ㅋㅋㅋㅋㅋㅋ',joyful
'ㅋㅋㅋㅋㅋㅋㅈㅒㅋㅗㅁㅣㄷㅣㅇㅓㄴ','ㄴㅑ',joyful
'ㅋㅋㅋㅋㅋㅋㅋ','ㅋㅋㅋㅋㅋㅋㅋ',joyful
'ㅋㅋㅋㅋㅋㅋㅋㅇㅏㄹㅋㅋㅋㅋㅅㅣㅂㅏㅋㅋㅋㅋㅋㅋ','ㅋㅋㅋㅋㅋㅋㅋㅇㅏㄹㅋㅋㅋㅋㅅㅣㅂㅏㅋㅋㅋㅋㅋㅋ',joyful
'ㅋㅋㅋㅋㅋㅋㅋㅋ','ㅋㅋㅋㅋㅋㅋㅋㅋ',joyful
'ㅋㅋㅋㅋㅋㅋㅋㅋㄷㅐㅂㅏㄱ','ㅋㅋㅋㅋㅋㅋㅋㅋㄷㅐㅂㅏㄱ',joyful
'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅇㅕㅈㅣㄲㅓㅅㄴㅗㄹ','ㅇㅕㅈㅣㄲㅓㅅㄴㅗㄹ',joyful
'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅜㅅㅂㅏㅁ','ㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅜㅅㅂㅏㅁ',joyful
'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂㅇㅏㄴㅏ','ㅈㅏㄹㅣㅌㅓㅈㅣㄷㅏ',joyful
'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅈㅅ','ㅈㅅ',joyful
'ㅋㅋㅋㅋㅣㅋㅡㄴㅣㄲㅏㄴ','ㅍㅣㄷㅏ',joyful
'ㅋㅏㅌㅗㄱㅅㅏㅈㅣㄴㅁㅝ','ㅋㅏ',joyful
'ㅋㅐㅂㅊㅕㅋㅋㅋㅋㅋ','ㅋㅋㅋㅋㅋ',joyful
'ㅋㅑㅉㅓㄹㅈㅣ','ㅉㅓㄹㅈㅣ',joyful
'ㅋㅑ...','ㅎㅓㄹㄷㅏ',joyful
'ㅋㅓㄴㄷㅣㅅㅕㄴㄱㅘㄴㄹㅣ','ㄱㅘㄴㄹㅣㅎㅏㄷㅏ',joyful
'ㅋㅗㄹ!!!!!!!!!!!','ㅋㅗㄹ!!!!!!!!!!!',joyful
'ㅋㅗㄹ?','ㅋㅗㄹ?',joyful
'ㅋㅛㅋㅛㅋㅕㅋㅕ','ㅋㅛㅋㅛㅋㅕㅋㅕ',joyful
'ㅋㅜㄹ','ㅋ',joyful
'ㅋㅣㅉㅏㅇㅋㅓ','ㅋㅣㅉㅏㅇㅋㅓ',joyful
'ㅋㅣㅋㅓ?ㅋㅋㅋ','ㅋㅣㅋㅓ?ㅋㅋㅋ',joyful
'ㅋㅣㅋㅣㅋㅣ','ㅋㅣㅋㅣㅋㅣ',joyful
'ㅌㅋㅋㅋ','ㅌㅋㅋㅋ',joyful
'ㅌㅔㄷㅡㅈㅐㅁㅣ','ㅈㅐㅁㅣㅇㅣㅆㄷㅏ',joyful
'ㅌㅔㄷㅡㅈㅗㅎ','ㄱㅔㅊㅏㅁㅊㅏㄷㅏ',joyful
'ㅌㅗ','ㄱㅓㅈㅣㄱㅓㄷㅏ',joyful
'ㅌㅗㅇㅛㄹ','ㅅㅡㅌㅡㄹㅔㅅㅡㅍㅜㄹㄷㅏ',joyful
'ㅌㅣㅇㄱㅣㅈㅣㅁㅏㅇㅋㅋ','ㅌㅣㅇㄱㅣㅈㅣㅁㅏㅇㅋㅋ',joyful
'ㅍㅏㄹㅈㅏ','ㅈㅗㅎㄷㅏ',joyful
'ㅍㅜㅎㅣㅎㅣ','ㅍㅜㅎㅣㅎㅣ',joyful
'ㅍㅜㅇㅇㅝㄹ','ㅍㅜㅇㅇㅝㄹㅇㅡㄿㄷㅏ',joyful
'ㅍㅡㄹㅗㅍㅣㄹㅅㅏㅈㅣㄴㅈㅣㄴㅉㅏㅋㅋ','ㅈㅣㄴㅉㅏㅋㅋ',joyful
'ㅎㅎㄴㅏㄴ','ㅂㅗㅁㅂㅗㄷㅏ',joyful
'ㅎㅎㅎㅎㅎ','ㅎㅎㅎㅎㅎ',joyful
'ㅎㅏㄱㅡ','ㄱㅡㅈㅓㅇㄷㅗㅈㅜㄱㄷㅏ',joyful
'ㅎㅏㅎㅏㅎㅏㅎㅏ','ㅎㅏㅎㅏㅎㅏㅎㅏ',joyful
'ㅎㅏㄴㄱㅏㅇ','ㅇㅣㄸㅏ',joyful
'ㅎㅏㅂㅅㅓㅇ','ㄴㅔ',joyful
'ㅎㅐㄷㅡㄹㅕㅇㅏㄹㅂㅏㄸㅟㅇㅓㅋㅋ','ㅋㅋ',joyful
'ㅎㅐㅈㅏㅇㅈㅜㅇㅋㅋㅋ','ㅎㅐㅈㅏㅇㅈㅜㅇㅋㅋㅋ',joyful
'ㅎㅐ','ㅈㅜㄹㄷㅏ',joyful
'ㅎㅐㅇㅂㅗㄱ','ㅎㅐㅇㅂㅗㄱㅎㅏㄷㅏ',joyful
'ㅎㅔㅎㅔㅎㅔ','ㅎㅔㄷㅏ',joyful
'ㅎㅕㄴㅇㅜㅈㅗㅁ','ㅅㅓㅅㅓㄷㅏ',joyful
'ㅎㅕㅇㅅㅏㅅㅗㅅㅗㅇㅂㅓㅂㅊㅐㄱㅋㅋㅋ','ㅎㅕㅇㅅㅏㅅㅗㅅㅗㅇㅂㅓㅂㅊㅐㄱㅋㅋㅋ',joyful
'ㅎㅘㅈㅏㅇㅅㅣㄹ','ㅋ',joyful
'ㅎㅘㅅㅌㅣㅇ','ㅎㅘㅅㅌㅣㅇ',joyful
'ㅎㅛㄴㅕㄷㅙㅆㅇㅡㅁㅋ','ㅋ',joyful
'ㅎㅜㅅㅣㄱㅋㅋ','ㅋㅋ',joyful
'ㅎㅡㄴㄷㅡㄹㅅㅓ?','ㅎㅡㄴㄷㅡㄹㄷㅏ',joyful
'ㅎㅣㅎㅣㅎㅣㅎㅣㅎㅣ♥','ㅎㅣㅎㅣㅎㅣㅎㅣㅎㅣ♥',joyful
'10ㄴㅕㄴㅅㅏㄱㅕ','ㄱㅕㄹㅎㅗㄴㅎㅏㄷㅏ',natural
'4.38%ㅅㅜㅇㅣㄱㅁㅏㄱㅏㅁㅎㅡㅁ..','ㅎㅡㅁ..',natural
'6ㅇㅝㄹ','ㄱㅏㅁㅁㅕㄴㄱㅏㅁㄷㅏ',natural
'7/20ㅅㅣㄱㅏㄴㅇㅓㄸㅐ?','ㅇㅓㄸㅐ?',natural
'07ㅇㅝㄹ 22ㅇㅣㄹ','ㅇㅝㄹㅇㅛㅇㅣㄹㄷㅔㄷㅏ',natural
'7ㅇㅝㄹ20','ㅇㅑㄱㅅㅗㄱㅅㅐㅇㄱㅣㄷㅏ',natural
'7ㅇㅝㄹ24','ㅍㅕㅇㅇㅣㄹ',natural
'gs','ㅇㅣㅆㄷㅏ',natural
'ㄱㅏㅅㅡ','ㅁㅣㅊ',natural
'ㄱㅏㅊㅜㄹ','ㄱㅏㅊㅜㄹㅎㅏㄷㅏ',natural
'ㄱㅏㅊㅣ','ㄱㅏㅊㅣ',natural
'ㄱㅏㄴ','ㄱㅐㅈㅗㄹㄹㅣ',natural
'ㄱㅏㄴㅂㅕㅇ','ㄱㅡㄹㅓㄴ',natural
'ㄱㅏㅌㄱㅗㅅ','ㄱㅓㄷㅏ',natural
'ㄱㅏㅌㅇㅒㄷㅡㄹ','ㄱㅏㅌㄷㅏ',natural
'ㄱㅐㄴㅕㅁ','ㄷㅚㄷㅏ',natural
'ㄱㅐㄷㅏㄹㅣㅊㅜㅁ','ㅂㅏㄹㅏㄷㅏ',natural
'ㄱㅐㅇㅣㄴㄱㅐ','ㅇㅣㅅㅏㅇ',natural
'ㄱㅐㅈㅣㅂ','ㄱㅐㅈㅣㅂ',natural
'ㄱㅐㄱㄱㅣ','ㄱㅐㄱㄱㅣ',natural
'ㄱㅓㄱㅣ','ㄱㅓㄱㅣㄱㅓㄷㅏ',natural
'ㄱㅓㅅㅏㅇㅈㅏㅇ','ㅇㅣㅆㄷㅏ',natural
'ㄱㅓㅁㅈㅓㅇ','ㄱㅓㅁㅈㅓㅇ',natural
'ㄱㅓㅁㅈㅓㅇㅇㅑㅇㅁㅏㄹㅈㅗㅁ','ㅅㅏㅈㅜㄷㅏ',natural
'ㄱㅓㅌㅁㅗㅅㅡㅂ','ㅁㅏㄴㅇㅏㄹㄷㅏ',natural
'ㄱㅕㄹㅎㅗㄴ','ㅇㅜㅅㅓㄴ',natural
'ㄱㅕㄹㅎㅗㄴ','ㅅㅜㅇㅣㅅㄷㅏ',natural
'ㄱㅕㅇㅈㅔㅈㅓㅇㅊㅐㄱ','ㅈㅓㅇㅊㅐㄱㅇㅣㅆㄷㅏ',natural
